=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.03.24 16:34:51 =~=~=~=~=~=~=~=~=~=~=~=
Smoothing factor 0.30
X, Y, Z
23, -23, -148
201, -9, 3
43, -13, -72
61, -13, -51
-52, -17, -24
-5, -20, -6
24, -50, 66
52, 40, -54
44, -1, -51
53, -63, -7
53, -58, 86
75, -52, 21
133, -46, -180
71, 30, -101
107, -38, -260
65, -17, -55
38, -117, -74
59, -223, 53
28, -108, 149
25, -52, 18
199, -22, 2
104, -45, -56
63, -36, -172
123, -87, -14
100, -100, -33
20, -57, 79
33, 96, -11
-43, -2, -37
2, -20, 45
-4, 47, -94
20, 8, 16
27, 3, -122
46, 30, -182
100, 87, -20
64, -3, -104
41, 60, -26
45, 148, 49
112, 76, 163
85, 8, 23
215, 10, 68
80, 35, 139
49, 83, -92
113, 92, -68
90, 156, -60
58, 53, -56
49, 4, -24
47, -30, 58
44, -2, -50
60, -11, -67
205, -42, -44
121, -20, 79
69, -2, 97
104, -41, -154
75, 79, 2
39, -57, -43
49, -50, 74
42, -51, -26
-35, -89, -14
16, -213, -26
-17, -27, -119
44, -36, -46
-43, -49, -22
11, -52, -56
191, -82, -43
72, -13, -88
59, -40, 78
0, -50, -43
28, -198, -31
142, -92, -72
77, -41, 31
64, -8, 68
0, -15, 114
32, -7, 0
45, -43, -94
34, -4, -127
46, -92, -138
125, -35, -1
82, -161, 46
0, -12, -17
24, -37, -75
47, 39, -43
45, 82, -125
39, 87, -1
69, -19, -133
46, -37, -20
52, -9, -127
47, -24, -44
45, 33, -130
39, 25, -113
31, 0, -68
-15, -106, -60
13, -36, -94
20, -88, -325
55, -73, -173
74, -94, -212
-2, -18, -13
53, -28, 89
142, 0, -32
95, 10, -102
63, -42, -82
39, -39, 65
34, -87, 22
-21, 25, -105
40, 5, -44
80, 68, -78
94, 0, -53
46, 3, 100
25, 18, 191
24, 22, 55
27, -47, 160
16, 25, 171
51, -133, 26
92, -23, -83
72, 115, 51
53, -1, -65
60, 3, 32
60, -15, -51
52, -7, 124
16, 0, 62
50, -16, 6
172, 0, -83
112, -36, -95
233, 14, -8
57, -50, 93
58, 38, -3
38, 45, -65
57, -36, 65
55, -48, 31
101, -53, -198
57, -5, -202
48, -68, -219
53, -183, -50
87, -91, -98
68, -62, -40
65, -53, -36
-8, 1, -13
34, -171, -40
2, -112, -127
21, -50, -7
42, -22, -101
51, -9, 23
46, 45, -188
109, -21, -317
96, -70, -265
33, -83, -111
37, 75, -67
147, 13, -100
96, -14, -91
73, -76, -158
57, -32, -141
201, -76, -180
128, -50, -13
114, -105, -23
120, -69, 58
-18, -43, -107
46, -22, -74
212, -55, 14
102, -40, 107
61, -85, -83
91, -54, -92
64, 102, 12
101, 63, -25
49, 0, -31
64, 30, -133
70, 35, -13
74, 40, -84
71, 51, -18
51, -7, -102
212, 30, -60
128, 5, 48
96, 38, 117
77, 71, 44
59, 12, -68
208, -58, -167
127, -50, -87
68, -32, 47
91, 58, 59
53, 23, 63
66, -43, 19
52, -21, -75
214, -57, -101
146, -64, 68
-52, -77, -38
-22, 19, -52
19, 11, -209
-11, 105, -66
19, 15, -114
139, 24, -102
83, -147, 28
10, -87, -102
38, -42, -131
16, 11, -152
36, 11, -115
199, -38, -77
94, -53, -58
74, -33, -58
5, -78, -3
30, -36, 40
46, 6, -59
113, -79, -260
60, -36, -7
87, -100, -257
58, 26, -248
51, 7, -232
90, 7, -185
-71, 13, -140
16, 22, -163
34, -86, -236
88, 16, -100
74, -40, 35
133, -53, -206
86, -32, -258
81, 30, 13
52, 15, 31
199, 4, 34
148, 48, 120
253, -27, -30
164, -57, -145
91, 54, -163
24, -12, 161
49, 13, 55
56, 30, 94
53, -4, -62
60, 18, -118
10, -42, -193
-101, -91, -338
-31, -54, -98
20, -46, -177
66, -50, -120
64, -21, 25
59, 28, -94
41, -143, -202
-2, -106, -209
16, -22, -85
-15, 51, -148
37, -1, -32
-93, 31, -43
-10, -20, 51
10, -47, 14
15, 29, 33
49, 1, 14
206, -76, -29
60, -69, -90
26, 28, -116
108, 4, 17
76, -174, -7
66, -133, 26
49, -105, 97
35, -13, -95
53, 35, -215
38, -25, -68
-43, -66, -8
15, -43, 111
45, -7, 174
26, -11, 54
50, 1, -92
40, -15, 64
49, -155, 55
50, 25, 15
12, -46, 112
-99, -17, 27
-66, 54, -103
13, -29, -103
59, -17, -148
79, -181, -91
120, -83, -266
88, -45, -253
101, -25, -115
64, -26, 151
167, -42, 27
104, -42, -17
3, 1, 109
42, -4, -56
206, 66, 0
51, -16, -105
85, 6, -98
39, 16, 98
48, -26, 0
67, -13, 130
-1, -61, -81
53, -39, 88
29, -100, -26
18, -54, -86
187, -36, 12
137, -2, 34
93, 9, 201
83, -114, 29
60, -189, -61
37, -107, 57
40, -42, -114
46, -20, -25
82, -43, -73
71, -8, -209
-6, -54, -168
32, -38, -126
-1, 23, -213
41, -11, -74
113, -9, -187
83, -45, -194
74, -10, -201
92, -29, -103
62, -47, 46
42, -51, -11
41, 103, -14
93, -63, 62
67, -70, -22
59, -16, 15
123, -36, 26
84, -34, -35
108, -48, -215
84, 2, -255
9, 41, -44
24, 4, 0
26, -49, -135
Smoothing factor 0.90
X, Y, Z
45, 148, 181
134, -12, 70
63, -242, -38
175, -63, -340
69, -8, -167
5, 100, 40
50, -8, -15
28, -62, -176
15, -33, 96
36, -68, 10
-52, 99, 82
40, -5, -83
-154, 21, -244
76, -69, -195
292, -91, -67
141, 0, -110
303, 7, 1
178, -32, -323
60, -100, -29
87, -18, -56
27, -33, 13
135, -78, -227
49, -33, -213
-4, -46, 181
14, -15, -164
39, 6, 13
91, 59, -69
63, -264, 127
159, -98, -316
67, -22, 221
68, -60, -146
45, -266, 30
-14, 69, 19
50, -250, -32
-11, 5, -159
15, -44, -1
288, -85, -154
44, -75, 9
73, 0, -209
209, 44, -200
96, -242, -57
233, 14, -98
77, -25, -33
293, -45, -8
92, -44, -215
51, -152, 73
51, -121, 152
4, 70, 103
34, 32, 184
88, -267, -122
77, 0, 153
50, -8, -190
49, -44, -267
78, -58, 139
76, 84, -21
0, 22, 164
73, 13, 39
34, 39, 117
26, 7, 163
-6, -139, -393
115, -90, -311
273, 6, 7
82, -52, -158
64, -266, -94
179, -35, -433
66, 58, -70
292, 40, -104
82, -257, -84
99, -143, 130
25, -18, 37
0, 74, 109
15, 24, 76
104, -41, -27
91, 60, -127
29, -21, 121
-36, 111, -115
24, 38, 91
-70, -54, -17
49, 13, -244
-4, 93, 29
77, -24, 111
27, -94, -86
37, 40, -22
39, -14, -36
82, -61, 0
114, 24, 103
-141, 37, 82
111, -115, 117
-152, -85, -95
32, -20, 71
83, 21, -59
-82, -31, 21
62, -45, 85
103, -64, -127
-15, 12, -141
66, -35, 120
3, -45, 175
70, 136, 29
23, 27, -109
91, -63, 1
266, -15, 94
16, 24, -219
256, -48, 55
119, -100, -212
59, -8, -307
94, 64, 48
34, 6, -59
65, 118, 133
56, -8, 188
47, -98, -325
8, -72, -124
82, 21, 89
68, -119, -198
36, -266, -140
-18, -62, -137
54, 43, 52
-17, 25, -217
53, -36, -13
104, -37, -94
40, -5, -115
287, -113, -50
98, -32, -154
-31, 99, -105
32, -37, -186
295, 15, -7
90, -57, 116
47, 76, -136
-23, -50, -52
40, -26, -97
203, -17, -177
99, -37, -2
176, 4, -161
49, 9, -166
34, 5, 42
151, -90, 69
83, -16, -219
43, -43, 169
45, -33, -86
32, 74, -65
64, -53, -16
97, -22, -194
49, 6, 39
12, -65, 120
281, -112, -396
53, -43, 40
-74, -6, 50
85, -50, -152
64, -35, -221
67, 37, -147
31, 53, 22
134, -21, -18
89, 1, -91
44, 48, -382
32, -55, -151
32, 53, -60
-115, -63, -169
33, 67, -17
101, -140, -108
65, 41, -86
274, 59, -148
100, 1, 37
68, -94, -92
51, -72, 157
269, -38, -97
134, -25, -212
43, 39, -239
79, 38, 87
50, -35, -211
-43, -53, -102
4, -130, 43
178, -57, -390
99, -11, -65
102, -165, 56
48, -57, 1
67, -33, -134
118, -12, 154
110, -49, -62
101, -50, -119
101, 5, -56
103, 77, -98
76, -45, 150
148, 21, 92
107, -209, 144
6, 75, -199
35, -25, -54
49, -8, -213
10, 6, -135
262, 16, -34
37, 9, -38
50, -267, -297
163, -77, -327
72, 36, 55
229, 76, 17
77, -58, 183
105, -44, -51
50, -57, 41
68, -93, -211
97, -46, -231
30, -20, -272
6, 12, -253
51, -21, -20
25, -58, -166
87, 1, 23
258, -47, 121
36, -92, 143
282, -1, -31
-6, -50, -41
60, -60, -194
-122, -77, -13
40, -27, -90
31, 28, -267
56, -25, 85
280, -83, 204
136, -55, -90
273, 14, -75
63, -85, 29
37, -76, -88
120, -72, -303
78, -31, -27
77, -176, -78
73, -49, -168
193, 14, -73
52, -255, 90
7, 20, 154
55, -13, 131
272, -135, -68
82, -36, -116
282, -3, -7
118, -38, 73
45, 75, -48
106, 46, -5
88, -31, -106
59, -111, -204
113, -25, -198
27, -58, -65
42, -45, 106
18, 47, -95
47, 7, 54
47, -17, -101
200, -55, -409
75, 54, -50
110, -163, -86
72, -48, 2
-158, 24, 94
43, -17, 179
235, 42, 148
10, -42, -19
44, -21, -93
-48, -60, -129
39, -87, -343
-7, -49, -54
57, -27, 117
11, 13, 163
52, -19, 18
266, 46, 20
28, -49, 154
38, -21, -203
-17, 59, -30
64, -44, -70
100, -181, -196
56, -80, -211
22, 16, 103
67, 43, 5
95, 53, 19
105, 89, 96
43, 65, 46
-88, 45, -32
66, -18, -130
66, -135, -198
25, -250, -120
230, 24, -114
7, -45, 133
-31, -112, -61
55, -15, 82
91, -6, 208
29, -19, -129
21, -55, -18
144, -41, -8
82, 3, -272
35, -141, -183
34, -33, -60
25, -34, -130
52, -43, -11
50, -37, -290
77, -82, -312
296, 116, 41
26, -48, 140
-164, 0, -95
10, -43, -36
51, 31, 18
-93, -47, -75
65, -84, -87
274, -15, 79
127, -4, 78
42, -86, -291
141, 7, -49
78, -248, -158
69, -66, -312
69, -276, 51
49, -174, -62
52, -52, -2
-71, 37, -258
5, -26, -190
47, -143, -255
119, -59, -151
59, -22, -34
13, -43, -225
-165, -54, -308
-25, 5, -142
17, 54, -52
73, -36, 13
88, -27, -68
151, -32, -69
67, -17, -30
58, -75, -106
77, -75, -55
50, 64, -119
72, 57, -104
55, -64, -174
113, -58, -364
49, 64, -328
85, 52, 87
30, -259, 75
126, -15, -260
74, -254, 154
-25, 32, -75
12, -21, 46
72, 102, -35
107, -41, -92
51, -87, 179
117, -135, -498
295, -72, 16
142, -17, 17
84, -38, -188
54, -35, -248
72, 46, 4
-10, 114, 102
42, -31, -46
-97, -7, -64
68, 30, -322
85, -6, -196
117, 2, -78
50, 6, 94
44, 11, 155
50, 20, -169
71, 15, -6
83, -39, -106
46, -211, -43
-14, -90, -127
39, 0, -76
232, -7, -121
70, 21, -133
64, 90, 154
82, -30, -90
-159, 24, 103
-25, -61, 148
270, -84, -184
52, -60, 134
62, 71, -35
32, 85, 1
55, -23, -23
40, -107, 75
18, -79, 47
55, -119, 24
-30, 61, -180
32, 17, -269
39, 48, 190
58, -44, -235
-111, -26, -50
35, -254, 133
98, -185, 25
62, -278, -35
79, -46, -57
43, -6, -220
274, 113, -121
70, 14, -241
296, -98, -455
79, -34, 77
-153, 48, -98
39, 0, 75
72, -18, -148
62, -177, -225
67, -276, -55
-45, 26, 50
38, -13, -130
11, 37, 175
29, 22, -136
59, -17, 42
87, 100, 96
59, 97, -216
138, -25, 30
70, -241, -68
-15, 83, -13
41, -258, -57
53, -46, -104
51, 8, -51
-155, 12, -125
51, 8, -132
44, -25, -108
106, -109, 67
56, -135, -225
-8, -13, 136
63, 40, -157
-1, 30, 36
58, -24, 173
292, -41, 3
39, -59, -56
69, -27, -17
-58, -115, 20
32, -253, 39
26, -169, -226
10, -241, -49
-43, 104, -61
56, -2, 103
28, 54, -67
26, 1, -135
-160, -77, -106
78, 18, -116
295, -82, -116
45, 8, -227
69, -30, 29
113, 24, -4
80, -241, -250
144, -166, 91
45, -255, -179
119, -74, -351
30, -70, -70
40, 39, -78
58, 15, 175
292, -75, 6
84, -57, 113
90, -66, -166
-3, -57, -119
48, -73, -104
-6, -96, -209
41, -258, -246
131, -123, -285
56, -214, -239
94, 0, 20
102, -9, 31
65, -34, 128
44, -37, -77
278, -56, 51
34, -31, 136
38, 22, -74
-55, -104, -63
43, -4, -159
22, -149, -222
64, -257, 47
-37, 16, -87
55, -241, -141
-80, -54, 3
16, -36, 174
286, -38, 66
135, -64, -283
65, -59, -19
48, -46, 92
62, -100, -215
21, 39, -200
61, 24, -21
223, -39, -35
63, 177, -138
124, -6, -83
70, -36, 79
261, 40, 8
97, 10, -88
52, -19, -122
46, -75, 76
32, -19, -149
131, -15, 167
90, -26, 93
47, -44, -50
85, -35, -39
27, -121, -9
113, 69, 129
32, -29, -154
-32, 94, 64
46, 197, 64
-20, -12, -107
35, 2, 121
53, -57, -163
1, -74, 57
36, -272, 133
-91, -156, 54
26, -241, 81
131, -167, 37
81, -274, -44
102, -193, -104
26, 0, -68
91, -53, -59
34, -59, -26
285, 82, 20
-13, -41, 122
29, 23, -6
65, -102, -67
9, -266, 81
118, -77, -45
61, -37, -86
293, -28, 155
49, -6, -220
44, -155, 79
-43, 43, 355
66, 3, 65
29, -79, -139
50, -46, -157
45, 46, 186
0, 0, -110
28, -90, -226
164, -28, -57
54, -253, -54
154, -73, -374
92, 46, -150
131, -71, -123
39, -107, -111
132, 15, -66
118, -255, 23
100, 49, 147
61, -237, 23
-10, 53, -118
77, -13, 61
13, -63, 173
24, -13, 133
-164, 19, 83
68, 16, 67
25, -18, -142
109, -114, -205
275, -35, -314
13, 41, -86
48, 118, -144
97, 30, 16
58, -254, -11
-19, 50, 50
18, -265, 153
58, -56, -47
49, -17, 227
277, -56, -25
100, -73, -376
-93, 6, -31
70, 71, 77
49, 70, 8
48, -72, -242
14, -38, -70
11, 22, -215
11, -65, -6
55, 89, -164
119, -76, -332
59, 51, -249
34, 32, 70
48, -31, -132
8, 47, -282
7, -21, 9
16, -5, -191
0, -46, 52
44, -21, 25
23, -24, -290
48, -68, 102
63, -65, 159
-41, -63, 132
53, -52, 259
10, -19, 6
-4, -61, 117
26, 49, 214
34, 0, 19
35, -76, -234
-75, -139, -34
15, 29, -151
128, 10, -298
14, -78, -247
129, -67, -413
38, 100, -168
-53, -38, -119
42, 25, -288
69, 6, -193
78, -240, -11
-53, -45, 45
28, -32, 42
85, -32, -273
12, -43, -204
291, 77, 67
101, -32, -208
46, -53, 85
55, -22, 64
55, 182, -43
-19, -48, -212
47, -27, -62
11, -17, -12
83, -48, 107
271, -81, -16
89, -43, -288
40, -131, -376
49, -43, -36
257, -208, 37
109, -72, -71
63, -117, 55
26, -62, 236
62, 54, -205
152, 26, 24
103, 2, 33
75, 92, -168
41, 0, 17
42, 43, -280
48, -50, -232
43, -43, -215
-11, -6, -220
37, -253, 176
90, 70, -39
69, -4, -255
267, 18, 41
133, 33, 283
283, -137, 8
91, -110, -217
43, 14, 26
-105, -104, -152
31, -138, -60
48, -13, -167
57, 19, 8
57, 80, -37
25, -11, 91
-141, -98, 139
32, -33, -142
49, -26, -111
0, -42, 149
42, -51, 104
180, 27, -25
53, -237, -65
179, -38, -375
51, 26, -285
49, 39, 149
58, -21, 81
16, -20, -86
-17, 22, 121
30, -86, -360
14, -36, -161
65, -53, 37
67, 14, -27
80, -27, -37
16, -85, -96
47, -70, 34
47, -21, 342
-45, -117, 53
35, -172, 96
53, -123, -271
54, 154, -147
-15, 52, 119
59, -7, -58
92, 100, 225
29, 0, 33
39, 5, 48
-56, 37, -43
51, -15, -20
185, -17, -180
76, -39, 184
-76, -24, 41
-7, -58, -229
45, -3, 47
-27, 111, 78
45, -4, 228
125, 89, 192
56, -4, 240
263, 14, 213
70, 11, 108
42, 94, 88
39, -49, -295
30, -22, -340
-6, -30, 90
76, -15, 169
169, 101, -188
42, -234, -115
87, -47, -117
61, -36, 11
272, -45, 141
25, -44, -215
280, -50, -28
91, 12, 110
27, 64, 134
-10, 27, 33
77, -268, -149
-32, -105, -13
-3, -36, -22
98, 36, -72
21, -22, 29
261, -33, 129
103, 34, -105
292, 54, 94
62, -53, 31
42, -41, 178
-46, -59, -89
84, -251, 111
-16, -1, 142
41, -9, -200
166, 40, -206
51, -14, -206
289, -18, 100
58, 11, -198
3, 74, -159
69, -52, -166
75, 7, -123
56, 74, 125
50, -23, -14
178, -19, 53
49, -17, 115
47, -1, 8
166, 8, -52
57, -50, -280
-57, -10, -77
33, -15, 43
-57, -33, 31
39, 23, 92
18, 26, -144
168, 3, -44
50, -243, -48
12, 47, 97
20, -12, 40
71, -11, 77
83, -101, 41
33, 34, 214
51, -56, -146
44, -234, 15
58, -183, -83
85, -36, -76
-2, 73, -226
22, 0, -97
41, -47, -246
54, 34, -94
71, -15, -180
87, -16, -144
80, -14, -193
5, -20, -82
73, -4, 43
55, -248, -2
107, -106, -12
59, -19, -367
168, -15, -87
49, -19, 47
1, 97, -34
113, -31, -95
33, 35, 110
61, 9, 148
26, 19, 44
-12, 26, -137
51, -48, 1
18, -62, 191
-63, 29, 119
21, 49, 100
66, -43, -323
37, -45, -188
-44, 123, -45
34, -1, -171
140, -50, 6
32, -50, 62
52, 95, -13
0, -61, -161
63, 154, 24
8, -26, 249
46, 10, 190
-160, 50, 0
-51, 63, -226
41, 25, 71
-106, -92, -88
34, -28, -148
35, -155, -157
75, -31, -108
162, -10, -8
73, 6, 217
-158, -129, -253
34, -30, -9
30, -118, -133
77, -54, -300
257, -49, -309
95, -8, -273
61, -7, -17
44, 11, -38
48, -233, 54
101, -180, -140
37, 27, -62
197, -7, -99
107, -40, -124
89, -14, -57
91, -28, -170
267, -52, -122
42, -53, -78
48, -68, -106
44, -22, 138
52, -10, 278
32, -71, -253
37, 35, -215
115, -133, -170
-149, -39, 39
5, -60, -24
30, -53, -282
-24, 59, 67
39, 20, 109
97, -19, 71
18, -12, 231
-95, 31, -156
14, -53, -86
32, -90, -137
-7, -72, -146
63, -25, -49
-20, -69, -157
49, 112, -140
-54, -26, -128
23, -92, 45
203, 21, -55
74, -19, 32
298, -88, -103
72, -68, 103
282, -31, 21
117, -68, -97
282, 28, -340
154, -60, -115
283, -75, -140
80, -43, -116
61, 86, -161
94, 10, -126
-157, -70, -353
35, -58, -200
62, 23, -264
88, -65, -111
69, 15, 48
123, 112, 182
55, 88, 237
199, -5, -324
63, -22, 85
51, -32, 215
46, -44, -216
75, -46, 81
-20, -36, -253
260, -119, -2
92, -62, 145
299, -89, -188
139, -21, 18
67, 43, -102
97, -32, 136
85, -65, -80
131, -149, 116
81, -125, 140
-44, -43, -171
49, 27, -71
-90, -18, -20
25, -23, -180
34, 67, 178
25, 13, -172
273, -120, 26
143, 5, -74
51, 12, -168
87, -128, -224
43, 29, -179
-16, -43, -48
53, -10, -97
242, -24, -112
78, -256, -232
151, -61, -367
79, 47, -165
48, 0, -206
47, -225, -37
153, -107, 8
71, -26, 74
252, 4, 204
115, 50, 51
84, -24, 242
-13, -58, -162
61, -39, -126
104, -93, -227
66, -51, -198
118, -19, -277
76, -90, -144
196, -21, 26
64, -18, -70
0, 58, -84
-7, -12, -66
29, -17, 120
98, -113, 75
54, -23, -111
99, 11, 86
84, -46, -92
67, 90, -40
15, 25, -130
50, -121, 2
164, 14, -16
77, 48, -51
121, 28, -32
46, -242, -34
222, -63, -52
89, -7, -140
49, 95, -160
133, -9, -298
96, -25, 51
120, -140, -174
71, -94, -62
50, 53, -123
6, -65, -226
32, -108, -42
63, -254, -95
-36, -39, -72
50, -11, -99
45, -107, -215
10, 15, -155
-165, -38, -201
6, -23, -36
286, 143, 33
136, -5, -171
55, -24, -249
59, -2, 130
42, -83, -65
-26, 135, -138
29, -227, -135
77, -43, 78
57, -34, -88
77, -118, -213
34, -263, 59
70, -161, 38
50, -57, -96
41, -13, -350
66, -58, 68
60, 29, -183
-21, 79, -200
58, -31, 53
-91, -39, -26
65, -15, 259
50, -115, -135
41, -51, -236
13, 118, -55
28, -4, -25
37, -74, -30
136, -131, 77
67, 112, -112
53, -66, -2
70, -224, -121
-20, -25, -161
32, -80, -158
202, 30, -10
76, -52, -207
-74, -83, -167
18, -79, 193
54, -106, -44
72, -23, 0
267, -82, -150
87, -33, -291
-100, 19, -243
64, -15, 59
266, 33, 42
27, -35, 114
45, -23, -210
-3, -41, 67
40, -264, -5
173, -60, -150
52, -246, -78
64, 81, -78
43, -25, 97
-150, -10, -331
63, -3, -42
40, -45, 126
47, -51, -57
19, -23, 74
73, -89, -178
111, -8, -77
77, -29, -127
89, -41, 7
20, -156, 74
-65, 10, 351
65, -31, 339
-14, -49, 38
35, -236, 91
130, 52, -89
83, -14, -69
-140, -59, -178
0, 17, -9
36, 38, -46
54, -10, -139
25, -17, 72
-74, -88, -164
25, -16, -128
-37, -57, -173
41, -41, -59
131, -69, 19
39, -63, -93
70, 114, -97
112, 87, 92
48, -108, 283
-10, 54, 174
55, 7, 96
39, -8, 195
68, -51, 110
37, -57, 128
41, -61, 128
68, 70, -5
34, 69, 40
17, -7, -19
52, -58, -86
5, -74, -75
57, 63, 16
83, 31, -75
47, -55, 94
255, -220, 198
74, -10, -207
28, 104, -89
-12, 27, 122
64, 102, -188
27, -32, -39
DONE
