=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.03.30 12:03:54 =~=~=~=~=~=~=~=~=~=~=~=
Filtered: 0
X, Y, Z
95, 15, 8293
76, 26, 8272
87, 28, 8287
83, 30, 8316
97, 35, 8307
104, 32, 8285
105, 32, 8270
111, 22, 8308
109, 18, 8326
130, 20, 8313
118, 9, 8322
107, 4, 8283
102, 1, 8269
102, 14, 8296
84, 4, 8339
86, 5, 8291
87, 10, 8270
95, 16, 8282
80, 31, 8290
95, 35, 8320
93, 33, 8326
99, 20, 8297
96, 22, 8284
95, 31, 8294
99, 20, 8292
104, 6, 8308
108, 8, 8316
98, 27, 8283
114, -2, 8330
105, 14, 8308
83, 30, 8298
101, 23, 8301
88, 35, 8319
77, 24, 8301
92, 19, 8294
94, 18, 8286
