=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.04.06 16:37:34 =~=~=~=~=~=~=~=~=~=~=~=
Filtered: 0
X, Y, Z
78, -29, 8301
81, -30, 8295
77, -22, 8295
66, -25, 8314
81, -25, 8301
88, -19, 8298
78, -24, 8307
89, -25, 8311
67, -19, 8303
75, -29, 8323
84, -21, 8296
86, -33, 8311
88, -26, 8307
85, -25, 8309
71, -27, 8300
69, -24, 8318
70, -27, 8301
80, -17, 8299
79, -23, 8297
70, -22, 8300
84, -26, 8295
77, -36, 8282
84, -27, 8302
85, -27, 8282
77, -22, 8305
60, -26, 8300
72, -20, 8304
67, -26, 8315
66, -30, 8317
89, -24, 8302
72, -27, 8315
90, -24, 8296
74, -18, 8304
80, -27, 8294
83, -24, 8318
65, -19, 8304
84, -23, 8314
86, -21, 8308
93, -20, 8303
78, -16, 8304
79, -24, 8298
88, -22, 8298
85, -25, 8298
89, -30, 8314
75, -29, 8313
83, -19, 8313
83, -25, 8297
89, -20, 8312
68, -27, 8311
76, -14, 8308
77, -30, 8288
81, -28, 8303
78, -35, 8323
64, -17, 8306
83, -24, 8290
85, -15, 8320
81, -22, 8293
82, -23, 8293
69, -20, 8302
74, -26, 8305
74, -31, 8302
68, -17, 8304
77, -33, 8317
69, -24, 8327
67, -25, 8307
92, -39, 8313
76, -19, 8303
79, -25, 8297
77, -23, 8297
79, -30, 8305
77, -39, 8316
92, -17, 8307
87, -24, 8302
82, -28, 8309
77, -20, 8299
82, -26, 8299
78, -23, 8305
81, -21, 8305
66, -36, 8316
77, -18, 8292
62, -26, 8319
71, -23, 8309
88, -33, 8307
80, -24, 8295
72, -23, 8305
85, -18, 8305
72, -32, 8295
68, -18, 8294
77, -21, 8308
79, -31, 8309
89, -19, 8303
76, -35, 8326
81, -31, 8300
85, -25, 8292
90, -28, 8305
86, -23, 8305
69, -22, 8309
75, -16, 8331
79, -22, 8306
78, -24, 8307
81, -25, 8304
83, -32, 8302
89, -26, 8304
72, -18, 8304
76, -23, 8324
81, -20, 8311
75, -19, 8289
86, -25, 8308
74, -29, 8315
83, -23, 8306
81, -33, 8317
76, -22, 8296
81, -25, 8310
82, -34, 8309
72, -31, 8300
82, -29, 8310
77, -20, 8297
80, -18, 8303
91, -21, 8303
74, -20, 8298
79, -23, 8321
65, -27, 8306
83, -30, 8299
76, -26, 8307
67, -15, 8301
74, -23, 8301
